en,id
"Ing sandhuwuré mustakané ana tulisan, kang uniné mangkéné, ""Iki rajané wong Yahudi.""","Ing sandhuwuré mustakané ana tulisan, kang uniné mangkéné, ""Iki rajané wong Yahudi."""
"But in the midst of our upheaval, we have been given the grace to follow the measure of Christ's compassion.","Namun di tengah pergolakan kita, kita telah diberi anugerah untuk mengikuti ukuran belas kasihan Kristus."
"But Yésus still did not respond to anything, and Pilate was very confused.","Tetapi Yésus tetap tidak memberikan respon apapun, dan Pilatus menjadi sangat bingung."
"ora ngerti olah-tresna, ora gelem rukun, seneng ngala-ala wong, ora ngendhalèni dhiri, galak, ora seneng kang becik,","ora ngerti olah-tresna, ora gelem rukun, seneng ngala-ala wong, ora ngendhalèni dhiri, galak, ora seneng kang becik,"
"If the Spirit who raised Jesus from the dead is in your body, then the Spirit who raised Christ from the dead will also raise your body from the dead, because the Spirit is in your body.","Jika Roh yang membangkitkan Yesus dari antara orang mati ada di dalam tubuh Anda, maka Roh yang membangkitkan Kristus dari antara orang mati juga akan membangkitkan tubuh Anda dari antara orang mati, karena Roh itu ada di dalam tubuh Anda."
Awit me or duwé wong liyané manèh kang tunggal budi lan tunggal pangangen-angen lan kang teman-temen nggatèkaké kabutakému;,Awit me or duwé wong liyané manèh kang tunggal budi lan tunggal pangangen-angen lan kang teman-temen nggatèkaké kabutakému;
"Tumuli ana priya loro padha imbal-pangandika karo Panjenengané, yaiku Moses lan Élia.","Tumuli ana priya loro padha imbal-pangandika karo Panjenengané, yaiku Moses lan Élia."
"And also any kabèh karesikaké means of sap according to the angger-anggering of Torèt, and ora ana pangapura menawa without wutahing sap.","Dan juga setiap kabèh karesikaké berarti nira menurut angger-anggering Torèt, dan ora ana pangapura menawa tanpa wutahing nira."
"But Panjenengané said to the people, ""Did you or did you read about the actions of Daud and his pandhèrèké when they were together?","Tetapi Panjenengané berkata kepada orang-orang, ""Apakah kalian pernah membaca tentang sepak terjang Daud dan pandhèrèké-nya ketika mereka bersama?"
"You should be happy about that, because at this time you still need to be concerned about your prey, because of the gods of the colors.","Anda harus senang akan hal itu, karena pada saat ini Anda masih perlu mengkhawatirkan mangsa Anda, karena para dewa warna."
"dingandikakaké marang Rebekah, mangkéné, ""Sing tua will ngawula marang sing enom,""","dingandikakaké marang Rebekah, mangkéné, ""Sing tua will ngawula marang sing enom,"""
Ing telung dinané padha mbuwangi dhéwé pirantining kapal.,Ing telung dinané padha mbuwangi dhéwé pirantining kapal.
"You must always be mindful of Panjenengané, who is steadfast in enduring the pambantahé of the people of sin who are equally hard on Panjenengané, so that you will only become lethargic and weak.","Kamu harus selalu ingat kepada Panjenengané, yang tabah menanggung pambantahé para pendosa yang sama kerasnya dengan Panjenengané, sehingga kamu hanya akan menjadi lesu dan lemah."
"The Sadulur who are daktresnani, élinga marang babi iki: saben orang diénggal menawa ngrungokaké, nanging disarèh ing speech, mangkono uga disarèh menawa nepsu;","The Sadulur who are daktresnani, élinga marang babi iki: saben orang diénggal menawa ngrungokaké, nanging disarèh ing speech, mangkono uga disarèh menawa nepsu;"
"But sarèhné Yésus, having seen the people's lamisé, said to them, ""Are you trying me? I'll give you one denarius, and you'll take it!""","Tetapi sarèhné Yésus, setelah melihat lamisé orang banyak itu, berkata kepada mereka: ""Apakah kamu mencobai Aku? Aku akan memberikan satu dinar kepadamu, dan kamu akan menerimanya!"""
"So do you, who use the language of the spirit: if you don't use clear words, how can people understand what you're saying? So your words are useless, like guneman with the wind!","Begitu juga dengan Anda, yang menggunakan bahasa roh: jika Anda tidak menggunakan kata-kata yang jelas, bagaimana orang dapat memahami apa yang Anda katakan? Jadi kata-kata Anda tidak berguna, seperti penembak dengan angin!"
"You are able to help me, if I am not more than a few days away from Yérusalèm when I have to go to Yérusalèm for worship.","Anda dapat membantu saya, jika saya tidak lebih dari beberapa hari dari Yerusalem ketika saya harus pergi ke Yerusalem untuk beribadah."
"Nuli utusan manèh liyané servants, dhawuhé: Sing padha diulemi kandhanana mangkéné: Lah Ingsun wus nyawisaké bujananingsun, sapiningsun lan kéwaningsun lemon wis wis padha kasembelèh, sarta samubarang wus cumepak, padha tekaa ing pahargyan.","Nuli utusan manèh liyané servants, dhawuhé: Sing padha diulemi kandhanana mangkéné: Lah Ingsun wus nyawisaké bujananingsun, sapiningsun lan kéwaningsun lemon wis wis padha kasembelèh, sarta samubarang wus cumepak, padha tekaa ing pahargyan."
"But then he was told by Jesus, saying, ""Menenga! Get out of the way!"" Wongé then ran away from the scene in the middle of the scene; he then met up and left or did not run away from the scene.","Tetapi kemudian ia diberitahu oleh Yesus, katanya, ""Menenga! Menyingkirlah dari situ!"" Wongé kemudian lari dari tempat kejadian di tengah-tengah adegan; dia kemudian bertemu dan pergi atau tidak lari dari tempat kejadian."
"Then they departed, and met Mary and Joseph, as well as the baby, who was born.","Kemudian mereka berangkat dan bertemu dengan Maria dan Yusuf, serta bayi yang baru saja dilahirkan."
"Because, if you are able to say hello to the people, Ramamu ing swarga will say hello to you.","Karena, jika Anda mampu menyapa orang-orang, Ramamu ing swarga akan menyapa Anda."
"up to the moment of the anggènipun kasengkakaken to the swarga. Sadly, Your Majesty has given orders because of the Holy Spirit to the chosen apostles.","hingga saat anggènipun kasengkakaken ke swarga. Sayangnya, Yang Mulia telah memberikan perintah karena Roh Kudus kepada para rasul terpilih."
"Jalaran kowé padha sumurup, menawa sawisé mangkono, nalika arep nampani blessing, denied, sabab ora olèh wewengan kanggo ndandani kaluputané, sanadyan anggoné ngupaya iku kanthi mbrebes mili.","Jalaran kowé padha sumurup, menawa sawisé mangkono, nalika arep nampani blessing, denied, sabab ora olèh wewengan kanggo ndandani kaluputané, sanadyan anggoné ngupaya iku kanthi mbrebes mili."
"Our payo is to live a proper life, rich in the time of the clouds, only to worship memangan lan mendem-mendeman; only to practice jina lan lan indulgence in lust; only to exchange solidu lan kumèrèn.","Payo kita adalah hidup layak, kaya di zaman awan, hanya menyembah memangan lan mendem-mendeman, hanya menjalankan jina lan mengumbar hawa nafsu, hanya menukar solidu lan kumèrèn."
"""I have heard the people say this: I will destroy the Holy Padaleman that is used as a tool for the hands of mankind, and after telung dina I will build another, which is not used as a tool for the hands of mankind.""","""Aku telah mendengar orang-orang berkata demikian: Aku akan menghancurkan Padaleman Suci yang digunakan sebagai alat untuk tangan manusia, dan setelah telung dina Aku akan membangun yang lain, yang tidak digunakan sebagai alat untuk tangan manusia."""
Dadiné wong-wong mau akan katitik saka wohé.,Dadiné wong-wong mau akan katitik saka wohé.
"I'm not talking about my own needs, but about the needs of the rest of the people, so that they can all be happy.","Saya tidak berbicara tentang kebutuhan saya sendiri, tetapi tentang kebutuhan orang lain, sehingga mereka semua bisa bahagia."
This is the second example of what Jésus did when he traveled from Judaea to Galilee.,Ini adalah contoh kedua dari apa yang Yesus lakukan ketika Ia melakukan perjalanan dari Yudea ke Galilea.
"But because of that, you will become sexy for your own sake, and when you become sexy, you will descend from the people who are the prophets.","Tetapi karena itu, kalian akan menjadi seksi demi kepentingan kalian sendiri, dan ketika kalian menjadi seksi, kalian akan menjadi keturunan orang-orang yang merupakan para nabi."
"Jésus and his companions then went to the land of the Gerasenes, on the other side of Galilee.","Yesus dan teman-temannya kemudian pergi ke tanah orang Gerasa, di seberang Galilea."
The womankind wanted to listen to Jesus' speech.,Para perempuan itu ingin mendengarkan perkataan Yesus.
"But Yésus continued to marvel at the people and said, ""What is the meaning of this passage: The stone that was seen by the caretakers of the house has become the stone of the corner.","Tetapi Yésus terus mengherankan orang banyak dan berkata, ""Apa arti perikop ini: Batu yang dilihat oleh para penjaga rumah telah menjadi batu penjuru."
"Panjenengané said, ""Go to the city, to the enggoné of so-and-so and talk: Dhawuhipun Guru: My time is far away, I am going to celebrate Passover with my friends in your house.""","Panjenengané berkata, ""Pergilah ke kota, ke enggoné si fulan dan berbicaralah: Dhawuhipun Guru: Waktu saya masih jauh, saya akan merayakan Paskah bersama teman-teman saya di rumah Anda."""
"Ananging bareng dina kapisan ing minggu iku, ing wayah ésuk umun-umun, wong wadon mau padah menyang pasaréan, karo nggawa anggi-anggi kang wus dicawisaké.","Ananging bareng dina kapisan ing minggu iku, ing wayah ésuk umun-umun, wong wadon mau padah menyang pasaréan, karo nggawa anggi-anggi kang wus dicawisaké."
"But at the same time I understand that whatever you ask of Allah, you must be obeyed.""","Namun, pada saat yang sama saya memahami bahwa apa pun yang Anda minta kepada Allah, pasti akan dituruti."""
"If you go back to your house with your weteng luwé, you will collapse on the road, because there is a great distance between the people of this group.""","Jika Anda kembali ke rumah dengan membawa weteng luwé Anda, Anda akan pingsan di jalan, karena ada jarak yang sangat jauh di antara orang-orang dari kelompok ini."""
"Ing kono ana orang aran Zakhéus, juru-tagih-pajeg yang sugih.","Ing kono ana orang aran Zakhéus, juru-tagih-pajeg yang sugih."
"You are all one in Christ, and all one in Christ, and all one in Christ.","Anda semua adalah satu di dalam Kristus, dan semua adalah satu di dalam Kristus, dan semua adalah satu di dalam Kristus."
"Due to the blessings of God that I have received, I have become a skilled house builder who has built the foundation, and other people have broken down and built in the sandhuwuré. But each person must remember how to build in the sandhuwuré.","Berkat berkat Tuhan yang saya terima, saya telah menjadi tukang bangunan yang terampil yang telah membangun fondasi, dan orang lain telah membongkar dan membangun di sandhuwuré. Tetapi setiap orang harus ingat bagaimana cara membangun di atas sandhuwuré."
"He replied, ""John the Baptist. There are also those who preach Élia, and there are also those who preach one of the prophets of the ancient times.""","Dia menjawab, ""Yohanes Pembaptis. Ada juga yang mengkhotbahkan Elia, dan ada juga yang mengkhotbahkan salah satu nabi pada zaman dahulu kala."""
"When it was time to reveal the wayah beng, the sakabat rolas came to the parlor and said, ""We are invited to go to the hamlets or villages near the center of this place, to be patient and patient, because in this place we are in a remote location.""","Ketika tiba waktunya untuk menampakkan wayah beng, para sakabat rolas datang ke ruang tamu dan berkata, ""Kita diajak untuk pergi ke dusun atau desa yang dekat dengan pusat tempat ini, untuk bersabar dan bersabar, karena di tempat ini kita berada di lokasi yang terpencil."""
"On the last day of the week, I piled up the loaves of bread. Paul reraosan karo para sadulur tunggal pracaya ing kono, jalaran karsané arep bidhal ésuké. It took until the middle of the night.","Di hari terakhir dalam seminggu, saya menumpuk roti. Paul reraosan karo para sadulur tunggal pracaya ing kono, jalaran karsané arep bidhal ésuké. Butuh waktu sampai tengah malam."
"Wondering about the servants who are rich like that, I must say that I am very grateful.","Ingin tahu tentang pelayan yang kaya seperti itu, saya harus mengatakan bahwa saya sangat bersyukur."
"When Panjenengané was sitting on the Mount of Olives, the friends came to the parlor and said, ""Gusti mugi ngandika dhateng kawula, bénjing punika sedaya badhé kalampahan, saha punapunapun pratandhanipun rawuh Paduka saha pratandhanipun wekasaning jaman?""","When Panjenengané was sitting on the Mount of Olives, the friends came to the parlor and said, ""Gusti mugi ngandika dhateng kawula, bénjing punika sedaya badhé kalampahan, saha punapunapun pratandhanipun rawuh Paduka saha pratandhanipun wekasaning jaman?"""
"If you're in a situation where you're not feeling well and you're not feeling well, you're not going to be able to do anything about it: I'm tired, yes I'm tired.""","Jika Anda berada dalam situasi di mana Anda merasa tidak enak badan dan Anda merasa tidak enak badan, Anda tidak akan bisa berbuat apa-apa: Saya lelah, ya saya lelah."""
"and Mark, Aristarchus, Démas and Luke are my friends.","dan Markus, Aristarkhus, Démas, dan Lukas adalah teman-teman saya."
"When we live by the Spirit, our life is also guided by the Spirit.","Ketika kita hidup oleh Roh, hidup kita juga dibimbing oleh Roh."
"Mungguh jaran-jarané lan yang padha riding ana ing wahyu iki katoné mangkéné: They all wore keré, the color abang kaya geni lan blue tuwin kuning walirang; the endhasé jaran mèmper kaya endhasing lion, tuwin cangkemé ngetokaké geni, lan pega sarta welirang.","Mungguh jaran-jarané lan yang padha riding ana ing wahyu iki katoné mangkéné: They all wore keré, the color abang kaya geni lan blue tuwin kuning walirang; the endhasé jaran mèmper kaya endhasing lion, tuwin cangkemé ngetokaké geni, lan pega sarta welirang."
"Who is it that hears the voice of God, so that they can hear Him? Were you not the people who came out of Egypt when Moses was killed?","Siapakah yang mendengar suara Allah, sehingga mereka dapat mendengar-Nya? Bukankah kamu adalah orang-orang yang keluar dari Mesir ketika Musa dibunuh?"
"Awit menawa aku mbangun manèh apa wis dakrusak, iku ngétokaké meni iki nerak angger-anggering Torèt.","Awit menawa aku mbangun manèh apa wis dakrusak, iku ngétokaké meni iki nerak angger-anggering Torèt."
Lan cacahé wadyabala jaranan iku rongatus yuta; I understand pira cacahé.,Lan cacahé wadyabala jaranan iku rongatus yuta; I understand pira cacahé.
"And there are no people who put new wine in old wineskins; for if they do, the wine will damage the wineskin, and the wineskin will be damaged and ruined; but new wine must be put in new wineskins.""","Dan tidak ada orang yang menaruh anggur baru ke dalam kantong kulit yang lama, karena jika demikian, anggur itu akan merusak kantong kulit itu, dan kantong kulit itu akan rusak dan binasa, tetapi anggur yang baru haruslah ditaruh di dalam kantong kulit yang baru."""
"All the things that you do, the things that you don't want to do, the things that you don't want to do, are out of the way. You will be well, if these things do not cause you any trouble.","Semua hal yang Anda lakukan, hal-hal yang tidak ingin Anda lakukan, hal-hal yang tidak ingin Anda lakukan, sudah cukup. Anda akan baik-baik saja, jika hal-hal ini tidak menimbulkan masalah bagi Anda."
"My Sadulur, among you there are only those who wish to become pamulang; for you are well aware that if we become pamulang, we will be judged by a more severe measure.","Sadulurku, di antara kalian hanya ada orang-orang yang ingin menjadi pamulang, karena kalian sadar betul bahwa jika kita menjadi pamulang, kita akan dihakimi dengan hukuman yang lebih berat."
"malaékat mau nyepeng naga, si ula kang saka zaman wiwitan, yaiku Iblis utawa Sétan. Nuli diranté sèwu taun oldasé,","malaékat mau nyepeng naga, si ula kang saka zaman wiwitan, yaiku Iblis utawa Sétan. Nuli diranté sèwu taun oldasé,"
Panjaluk marang kowé: You should not allow me to say that I am in front of you because my intention is to act violently toward the people of the world who think that my life is in accordance with the rules of cadonyan.,"Panjaluk marang kowé: Janganlah kamu mengizinkan saya berkata seperti itu di depanmu, karena niat saya adalah untuk berbuat kasar kepada orang-orang di dunia ini yang mengira bahwa hidup saya sudah sesuai dengan aturan kadonyan."
"As I pinituwa, marang Gayus kang kinasih, kang daktresnani ing sajroning kayektèn.","As I pinituwa, marang Gayus kang kinasih, kang daktresnani ing sajroning kayektèn."
"Because every person who asks for money will be denied, and every person who asks for money will be denied, and every person who gives money will be denied, and every person who gives money will be denied.","Karena setiap orang yang meminta harta akan ditolak, dan setiap orang yang meminta harta akan ditolak, dan setiap orang yang memberi harta akan ditolak, dan setiap orang yang memberi harta akan ditolak."
"Is John's baptism of swarga or of man? Please try to answer.""","Apakah baptisan Yohanes adalah baptisan swarga atau baptisan manusia? Tolong coba jawab."""
"Sawisé mangkono I weruh: There is a group of people, without number, from every nation and tongue, standing in front of the dhampar and in front of Cempé, all wearing white robes and holding palm branches.","Sawisé mangkono aku weruh: Ada sekelompok orang, tanpa jumlah, dari berbagai bangsa dan bahasa, berdiri di depan dhampar dan di depan Cempé, semuanya mengenakan jubah putih dan memegang ranting palem."
"marang para Sadulur kabèh kanggon ing Roma, yang padha ditresnani déning Allah, yang katimbalan lan kadadèkaké para saint. Sih-rahmat anaa ing kowé kabèh lan tentrem-rahayu saka Allah, our Rama and saka Gusti Yésus Christ.","marang para Sadulur kabèh kanggon ing Roma, yang padha ditresnani déning Allah, yang katimbalan lan kadadèkaké para saint. Sih-rahmat anaa ing kowé kabèh lan tentrem-rahayu saka Allah, our Rama and saka Gusti Yésus Christ."
"""Is this not Joseph's son? Am I in love with my father and mother? How can you say that? I came down from the swarga?""","""Bukankah aku ini anak Yusuf? Apakah aku jatuh cinta dengan ayah dan ibuku? Bagaimana Anda bisa mengatakan hal itu? Saya turun dari swarga?"""
"Because of that, between you and me and Lazarus there is a chasm that you can't cross, so that people in your neighborhood who want to go to your place or people in your neighborhood who want to go to your place, can't do it.","Karena itu, antara engkau dan aku dan Lazarus ada jurang yang tidak bisa kau seberangi, sehingga orang-orang di lingkunganmu yang ingin pergi ke tempatmu atau orang-orang di lingkunganmu yang ingin pergi ke tempatmu, tidak bisa melakukannya."
"Kaya kang sadurungé wus kaweca déning Yésaya, mangkéné, ""Saupama Pangéran yang murbèng dumadi ora nyisakaké turun marang kita, kita wus menjadi kaya Sodom lan padha kaya Gomorrah.""","Kaya kang sadurungé wus kaweca déning Yésaya, mangkéné, ""Saupama Pangéran yang murbèng dumadi ora nyisakaké turun marang kita, kita wus menjadi kaya Sodom lan padha kaya Gomorrah."""
"But Yésus said to the saints, ""There's no need to go, you just need to eat.""","Tetapi Yésus berkata kepada orang-orang kudus, ""Tidak perlu pergi, kamu hanya perlu makan."""
"Panjenengané then said to the man with the dead hand, ""Mara, go to the center of the room!""","Panjenengané kemudian berkata kepada pria dengan tangan yang mati itu, ""Mara, pergilah ke tengah ruangan!"""
This chapter is a post-mortem of the sacrament of separation. Barnabas took Mark on a voyage to Cyprus.,Bab ini adalah sebuah kisah tentang sakramen perpisahan. Barnabas membawa Markus dalam perjalanan ke Siprus.
"The countless number of disciples would return with joy and point, ""Gusti, the dalasan sétan-sétan sami nungkul dhateng kawula awit saking asma Panjenengan.""","Murid-murid yang tak terhitung jumlahnya itu akan kembali dengan sukacita dan berkata, ""Gusti, dalasan sétan-sétan sami nungkul dhateng kawula awit saking asma Panjenengan."""
"At that time, the people of sampurna will all come together to listen to the music in the Kratoning Ramané. Those who have ears, listen.""","Pada saat itu, masyarakat sampurna akan berkumpul untuk mendengarkan musik di Kratoning Ramané. Mereka yang memiliki telinga, dengarkanlah."""
"Banjur ana randha miskin kang uga teka, nglebokaké wang tembaga rong kèpèng, pengajiné sadhuwit, yaiku dhuwit rècèh kang cilik dhéwé.","Banjur ana randha miskin kang uga teka, nglebokaké wang tembaga rong kèpèng, pengajiné sadhuwit, yaiku dhuwit rècèh kang cilik dhéwé."
"I want my son to have a great mind and become more powerful, to be filled with the power of God's grace.","Saya ingin anak saya memiliki pikiran yang hebat dan menjadi lebih kuat, dipenuhi dengan kekuatan kasih karunia Tuhan."
"When Yésus saw that the person had been stumbling around there and Panjenengané realized that the person had been there for a long time, he then asked, ""Do you want to be sane?""","Ketika Yésus melihat bahwa orang tersebut telah tersandung-sandung di sana dan Panjenengané menyadari bahwa orang tersebut telah lama berada di sana, ia kemudian bertanya, ""Apakah kamu ingin waras?"""
"By using such a rich akèh pasemon, Panjenengané is giving guidance to the people, thanks to his great understanding,","Dengan menggunakan akèh pasemon yang begitu kaya, Panjenengané memberikan tuntunan kepada masyarakat, berkat pemahamannya yang luar biasa,"
"Panjenengané iku ana sadurungé samubarang kabèh ana, lan samubarang kabèh iku nunggil ana ing Panjenengané;","Panjenengané iku ana sadurungé samubarang kabèh ana, lan samubarang kabèh iku nunggil ana ing Panjenengané;"
"This is because the Scripture says, ""The cow that is being ground should be burned,"" and also, ""The person who is grinding should be honored.""","Hal ini karena Kitab Suci mengatakan, ""Sapi yang sedang digiling harus dibakar,"" dan juga, ""Orang yang sedang menggiling harus dihormati."""
"You should not be surprised by the events, for they will come to pass when all the people in the grave hear about them,","Anda tidak perlu terkejut dengan kejadian-kejadian itu, karena semua itu akan terjadi ketika semua orang yang ada di dalam kubur mendengarnya,"
"If, in that way, you sin against your Sadducees who are alone in faith and have a weak mind, you are sinning against Christ.","Jika, dengan demikian, Anda berdosa terhadap orang-orang Saduki yang hanya memiliki iman dan pikiran yang lemah, Anda berdosa terhadap Kristus."
"will also be tampa pituwas tikel satus: Omah, sedul-sedur lanang, sedul-sedur wadon, ibu apadéné anak-anak dalah palemahan, sanadyan kanthi panganiaya rupa-rupa, lan urip lengengengeng ing zaman kang kelakon.","will also be tampa pituwas tikel satus: Omah, sedul-sedur lanang, sedul-sedur wadon, ibu apadéné anak-anak dalah palemahan, sanadyan kanthi panganiaya rupa-rupa, lan urip lengengengeng ing zaman kang kelakon."
"I then looked at one of the four dharmas and creatures, and at the other of them, there was Cempé jumeneng, who looked like he had been cleansed, who had one reminder: that is, the Spirit of God, who was sent to the earth.","Saya kemudian melihat salah satu dari empat dharma dan makhluk, dan di salah satu dari mereka, ada Cempé jumeneng, yang terlihat seperti telah dibersihkan, yang memiliki satu pengingat: yaitu Roh Tuhan, yang diutus ke bumi."
"The poor are always among you, but I am not among you.""","Orang miskin selalu ada di antara kamu, tetapi aku tidak termasuk di antara kamu."""
"On that day, Jésus went out of the house and stood on the edge of the lake.","Pada hari itu, Yesus keluar dari rumah dan berdiri di tepi danau."
"I started crying out, because there was no one who was qualified to read the scroll or look at the side of the book.","Saya mulai menangis, karena tidak ada seorang pun yang memenuhi syarat untuk membaca gulungan atau melihat sisi buku."
"Panjenengané wisharaké wisharaké wewadining karsané marang, according to the planing-keparengé, which was previously planned in Christ.","Panjenengané wisharaké wisharaké wewadining karsané marang, sesuai dengan rencana-keparengé, yang sebelumnya telah direncanakan dalam Kristus."
"Sadulur, all of you should be grateful for the patience of the prophets, who have medharaké pangandika on Pangéran's origin.","Sadulur, kalian semua patut bersyukur atas kesabaran para nabi, yang telah medharaké pangandika asal-usul Pangéran."
"The people who had arrived at about five o'clock were all there, and were encouraged to stay.","Orang-orang yang telah tiba sekitar pukul lima sudah berada di sana, dan didorong untuk tetap tinggal."
"You're worried, and you're worried about what you're still doing when you die, because there's not a single person who's fully satisfied in the presence of Allah.","Anda khawatir, dan Anda khawatir tentang apa yang masih Anda lakukan ketika Anda mati, karena tidak ada satu orang pun yang sepenuhnya puas di hadapan Allah."
"Mulané padha lungaa, sakèhing bangsa padha dadèkna muridku, klawan dibaptisi ing asmané Sang Rama, Sang Putra lan Sang Roh Suci,","Mulané padha lungaa, sakèhing bangsa padha dadèkna muridku, klawan dibaptisi ing asmané Sang Rama, Sang Putra lan Sang Roh Suci,"
"Awit, those of us who are confident, will lumebu ing papan palereman, kaya kangandikakaké déning Panjenengané, ""Temahan Ingsun supaos sajroning dukaningsun: Wong-wong iku mesthi padha ora akan lumebu ing papan paleremaningsun."" Sanadyan pakaryané wiswit finished wiwit jagat tinalesan.","Awit, those of us who are confident, will lumebu ing papan palereman, kaya kangandikakaké déning Panjenengané, ""Temahan Ingsun supaos sajroning dukaningsun: Wong-wong iku mesthi padha ora akan lumebu ing papan paleremaningsun."" Sanadyan pakaryané wiswit finished wiwit jagat tinalesan."
"But when Arkhélaus heard the news that Rama Hérodès was crowned king in Judaea, he was very happy. Éwadéné sarèhné, who was given the command in the name of the impèn, went to the region of Galilee.","Tetapi ketika Arkhélaus mendengar berita bahwa Rama Hérodès dinobatkan sebagai raja di Yudea, ia sangat gembira. Éwadéné sarèhné, yang diberi perintah atas nama impèn, pergi ke wilayah Galilea."
"Because in my heart, I'm happy with the members of God,","Karena di dalam hati saya, saya senang dengan para anggota Tuhan,"
"and will also be used as a catalyst for Pangéran's actions with the spirit and guidance of Élia, so that they can give back to the fathers and children, and guide the poor to the good. Dadiné nyawisaké umat kang sembada tumrap ing Pangéran!""","Dan juga akan digunakan sebagai katalisator bagi tindakan Pangéran dengan semangat dan bimbingan Élia, sehingga mereka dapat memberikan kembali kepada ayah dan anak, dan membimbing orang miskin kepada kebaikan. Dadiné nyawisaké umat kang sembada tumrap ing Pangéran!"""
Samono uga kita: Sajroné durung diwasa kami iya kawengku déning para rohing jagat.,Samono uga kita: Sajroné durung diwasa kami iya kawengku déning para rohing jagat.
"Paring wangsulané, ""Sing sapa duwé klambi loro, supaya mènèhi wong kang ora duwé, lan sing sapa duwé pangan, iya tumindaka mangkono.""","Paring wangsulané, ""Sing sapa duwé klambi loro, supaya mènèhi wong kang ora duwé, lan sing sapa duwé pangan, iya tumindaka mangkono."""
People are more pleased with the blessings from mankind than with the blessings from God.,Manusia lebih senang dengan berkat dari manusia daripada berkat dari Tuhan.
"Amarga, uga nalika when I was still with you, kowé wis padha dakkandhani, menawa kita akan padha nganguya-uya. Lan kaya kang wisha koksumurupi, iku mau wis kelakon.","Amarga, uga nalika when I was still with you, kowé wis padha dakkandhani, menawa kita akan padha nganguya-uya. Lan kaya kang wisha koksumurupi, iku mau wis kelakon."
"After the end of the era, when Panjenengané masrahaké Kraton marang Allah Sang Rama, Panjenengané nyirnakaké sakèhé papréntahan, pangwasa sarta kakuwatan.","After the end of the era, when Panjenengané masrahaké Kraton marang Allah Sang Rama, Panjenengané nyirnakaké sakèhé papréntahan, pangwasa sarta kakuwatan."
"What is the greatness of the Rama, that is my duwèk; therefore, I speak, then: Juru Pitulung will deliver to you what you have received from me.""","Apa yang menjadi kebesaran Sang Rama, itulah duwèkku, oleh karena itu, aku berbicara: Juru Pitulung akan memberikan kepadamu apa yang telah kamu terima dariku."""
The people who rode the pigs went on their way to inform the people in the city and in the villages nearby. The people then went out to see what had happened.,Orang-orang yang menunggangi babi-babi itu melanjutkan perjalanan mereka untuk memberi tahu orang-orang di kota dan di desa-desa terdekat. Orang-orang kemudian keluar untuk melihat apa yang telah terjadi.
"Ésuk umun-umun, nalika isih peteng, Panjenengané wungu banjur miyos, tumuli tindak menyang papan kang separat lan ndedonga ana ing kono.","Ésuk umun-umun, nalika isih peteng, Panjenengané wungu banjur miyos, tumuli tindak menyang papan kang separat lan ndedonga ana ing kono."
"When Élisabèt greeted Mary, the baby was born, and Élisabèt felt the fullness of the Holy Spirit,","Ketika Elisabet menyapa Maria, sang bayi lahir, dan Elisabet merasakan kepenuhan Roh Kudus,"
"Then there was a man whose name was Alèksander who was sent forward by the Jews. The man, without being told by the people of the akèh what had happened, then folded his hands, wanting to give an answer to the people of the akèh.","Kemudian ada seorang laki-laki bernama Alèksander yang diutus oleh orang-orang Yahudi. Orang itu, tanpa diberitahu oleh orang-orang akèh apa yang telah terjadi, kemudian melipat tangannya, ingin memberikan jawaban kepada orang-orang akèh."
"Aja nganti ana wong yang mung golèk Untungé dhéwé, nanging saben wong ngaraha Untunging liyan.","Aja nganti ana wong yang mung golèk Untungé dhéwé, nanging saben wong ngaraha Untunging liyan."
"I am kapotangan budi marang Yunani, mangkono uga marang bangsa yang ora wanuh marang Allah, wong wasis lan who bodho.","I am kapotangan budi marang Yunani, mangkono uga marang bangsa yang ora wanuh marang Allah, wong wasis lan who bodho."
"If those who share the belief in God are called gods, the Scriptures cannot be canceled...","Jika mereka yang memiliki kepercayaan yang sama terhadap Tuhan disebut sebagai tuhan, Kitab Suci tidak dapat dibatalkan..."
"That's upamané kaya wong kang lelungan, ninggal omahé lan dipasrahaké marang para abdiné, padha kabubuhan ayahané dhéwé-dhéwé; sréntahaké marang kang jaga régol supaya melèk.","That's upamané kaya wong kang lelungan, ninggal omahé lan dipasrahaké marang para abdiné, padha kabubuhan ayahané dhéwé-dhéwé; sréntahaké marang kang jaga régol supaya melèk."
"And yes, there was also a sense of shock and wonder at the fact that this person was traditionally begging at the gate in Padaleman Suci, and satemah was very surprised at what had happened to this person.","Dan ya, ada juga rasa kaget dan heran dengan fakta bahwa orang ini secara tradisional mengemis di pintu gerbang di Padaleman Suci, dan satemah sangat terkejut dengan apa yang telah terjadi pada orang ini."
"Anadéné ing saben mangsa riyaya, adaté governor nglilani luwaré captive siji karepaké wong akèh.","Anadéné ing saben mangsa riyaya, adaté governor nglilani luwaré captive siji karepaké wong akèh."
But you don't have to do that when you study the chapter of Christ.,Tetapi Anda tidak perlu melakukan hal itu ketika Anda mempelajari pasal Kristus.
"""You've heard, yèn wus kapangandikakaké marang para leluhur: You should only do mematèni, and whoever does mematèni should be brought to justice.","""Kalian sudah dengar, yèn wus kapangandikakaké marang para leluhur: Kalian hanya boleh mematèni, dan siapa pun yang mematèni harus diadili."
